name,place_id,address,suburb,postcode,state,lat,lng,phone,website,google_maps_url,rating,user_ratings_total,price_level,opening_hours,types,opening_year,opening_month,first_review_date,independent_flag,pos_hint,notes
Lampshade Cafe,ChIJcXs5xPfasGoR1huj_b38wUo,"78 Byre Ave, Somerton Park SA 5044, Australia",Somerton Park,5044,SA,-34.9975902,138.5306296,0403 820 394,,https://www.google.com/maps/place/?q=place_id:ChIJcXs5xPfasGoR1huj_b38wUo,4.7,167.0,1.0,Monday: 8:00 AM – 2:00 PM | Tuesday: 8:00 AM – 2:00 PM | Wednesday: 8:00 AM – 2:00 PM | Thursday: 8:00 AM – 2:00 PM | Friday: 8:00 AM – 2:00 PM | Saturday: 8:00 AM – 1:00 PM | Sunday: Closed,"cafe, establishment, food, point_of_interest, restaurant, store",2020.0,10.0,2020-10-01 00:35:45,Unknown,Unknown,
Beach Break Café,ChIJ3YfhmsfEsGoR368LZAxTsqU,"1 Seaview Rd, West Beach SA 5024, Australia",West Beach,5024,SA,-34.9379536,138.4995354,0412 484 461,https://m.facebook.com/beachbreakcafe.au/,https://www.google.com/maps/place/?q=place_id:ChIJ3YfhmsfEsGoR368LZAxTsqU,4.5,210.0,,Monday: 8:00 AM – 3:00 PM | Tuesday: 8:00 AM – 3:00 PM | Wednesday: 8:00 AM – 3:00 PM | Thursday: 8:00 AM – 3:00 PM | Friday: 8:00 AM – 3:00 PM | Saturday: 8:00 AM – 3:30 PM | Sunday: 8:00 AM – 3:30 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,9.0,2025-09-01 23:52:24,Unknown,Unknown,
The Coffee Cup,ChIJ57xKs9m1sGoROu7d14FcgcI,"18/1220 Grand Jct Rd, Hope Valley SA 5090, Australia",Hope Valley,5090,SA,-34.844002,138.700012,0433 710 553,http://thecoffeecupcafe.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJ57xKs9m1sGoROu7d14FcgcI,4.3,68.0,,Monday: 7:00 AM – 2:30 PM | Tuesday: 7:00 AM – 2:30 PM | Wednesday: 7:00 AM – 2:30 PM | Thursday: 7:00 AM – 2:30 PM | Friday: 7:00 AM – 2:30 PM | Saturday: 7:00 AM – 2:30 PM | Sunday: Closed,"cafe, establishment, food, point_of_interest",2020.0,11.0,2020-11-15 01:52:43,Unknown,Unknown,
Numéro 5 Cafe,ChIJ_z2Rx_nFsGoRfCY7cWUwUDM,"52 Trimmer Parade, Woodville West SA 5011, Australia",Woodville West,5011,SA,-34.8911655,138.5233914,0412 651 008,,https://www.google.com/maps/place/?q=place_id:ChIJ_z2Rx_nFsGoRfCY7cWUwUDM,4.6,79.0,,Monday: 7:00 AM – 1:30 PM | Tuesday: Closed | Wednesday: 7:00 AM – 1:30 PM | Thursday: 7:00 AM – 1:30 PM | Friday: 7:00 AM – 1:30 PM | Saturday: 8:00 AM – 2:00 PM | Sunday: 8:00 AM – 2:00 PM,"cafe, establishment, food, point_of_interest",2024.0,1.0,2024-01-10 01:09:13,Unknown,Unknown,
Nosso Café,ChIJQUSxxhnFsGoRHoaeivQ-FPY,"Shop 4/137 Brebner Dr, West Lakes SA 5021, Australia",West Lakes,5021,SA,-34.881015,138.4888901,,http://www.nossocafe.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJQUSxxhnFsGoRHoaeivQ-FPY,4.8,581.0,,Monday: 8:00 AM – 3:00 PM | Tuesday: 8:00 AM – 3:00 PM | Wednesday: 8:00 AM – 3:00 PM | Thursday: 8:00 AM – 3:00 PM | Friday: 8:00 AM – 3:00 PM | Saturday: 8:00 AM – 3:00 PM | Sunday: 8:00 AM – 3:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,4.0,2025-04-15 01:26:43,Unknown,Unknown,
Charlie West Cafe,ChIJoUAiEDjJsGoRurc-hL_rVDk,"190 Port Rd, Hindmarsh SA 5007, Australia",Hindmarsh,5007,SA,-34.9054482,138.5714986,(08) 8346 7502,https://www.facebook.com/CharlieWestCafe/,https://www.google.com/maps/place/?q=place_id:ChIJoUAiEDjJsGoRurc-hL_rVDk,4.6,70.0,,Monday: 7:00 AM – 3:00 PM | Tuesday: 7:00 AM – 3:00 PM | Wednesday: 7:00 AM – 3:00 PM | Thursday: 7:00 AM – 3:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: Closed | Sunday: Closed,"cafe, establishment, food, point_of_interest, store",2021.0,7.0,2021-07-15 03:16:33,Unknown,Unknown,
Flow Espresso Specialty Coffee Adelaide,ChIJF6by8LXPsGoRl-Yk8oKi2uM,"56 Greenhill Rd, Wayville SA 5034, Australia",Wayville,5034,SA,-34.9419297,138.5926781,,https://instagram.com/flowespressoadelaide,https://www.google.com/maps/place/?q=place_id:ChIJF6by8LXPsGoRl-Yk8oKi2uM,4.7,185.0,,Monday: 7:00 AM – 3:00 PM | Tuesday: 7:00 AM – 3:00 PM | Wednesday: 7:00 AM – 3:00 PM | Thursday: 7:00 AM – 3:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: 7:00 AM – 3:00 PM | Sunday: Closed,"cafe, establishment, food, point_of_interest, store",2024.0,2.0,2024-02-15 01:39:07,Unknown,Unknown,
CIBO Kurralta Park,ChIJxy147ozPsGoRYJpS233pmnE,"Kurralta Central, Unit 4/153 Anzac Hwy, Kurralta Park SA 5037, Australia",Kurralta Park,5037,SA,-34.9564099,138.5653787,(08) 8297 1075,https://www.ciboespresso.com.au/?utm_content=CIBO+Kurralta+Park&utm_campaign=Google+My+Business&utm_medium=organic&utm_source=google&utm_term=plcid_15202678873444758464,https://www.google.com/maps/place/?q=place_id:ChIJxy147ozPsGoRYJpS233pmnE,4.0,328.0,2.0,Monday: 6:30 AM – 5:30 PM | Tuesday: 6:30 AM – 5:30 PM | Wednesday: 6:30 AM – 5:30 PM | Thursday: 6:30 AM – 5:30 PM | Friday: 6:30 AM – 5:30 PM | Saturday: 7:00 AM – 5:00 PM | Sunday: 8:00 AM – 5:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,8.0,2025-08-16 13:45:03,Unknown,Unknown,
Old Habits Cafe,ChIJTwdrBp7GsGoRYzlt32XRBSI,"Shop 5/20/28 Frederick Rd, West Lakes SA 5021, Australia",West Lakes,5021,SA,-34.8768923,138.5031789,(08) 8102 4244,,https://www.google.com/maps/place/?q=place_id:ChIJTwdrBp7GsGoRYzlt32XRBSI,4.6,328.0,2.0,Monday: 7:00 AM – 2:30 PM | Tuesday: 7:00 AM – 2:30 PM | Wednesday: 7:00 AM – 2:30 PM | Thursday: 7:00 AM – 2:30 PM | Friday: 7:00 AM – 2:30 PM | Saturday: 8:00 AM – 2:30 PM | Sunday: 8:00 AM – 2:30 PM,"cafe, establishment, food, point_of_interest, restaurant",2024.0,7.0,2024-07-31 06:41:35,Unknown,Unknown,
Grind Roast Masters,ChIJOQjh1eTFsGoRkr2GjbyI2Cw,"Shop 3 Findon Shopping Centre, 303 Grange Rd, Findon SA 5023, Australia",Findon,5023,SA,-34.9049938,138.530448,(08) 7225 5859,https://thegrind.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJOQjh1eTFsGoRkr2GjbyI2Cw,4.1,106.0,,Monday: 7:30 AM – 4:00 PM | Tuesday: 7:30 AM – 4:00 PM | Wednesday: 7:30 AM – 4:00 PM | Thursday: 7:30 AM – 4:00 PM | Friday: 7:30 AM – 4:00 PM | Saturday: 7:30 AM – 4:00 PM | Sunday: 9:00 AM – 3:00 PM,"cafe, establishment, food, point_of_interest, store",2019.0,11.0,2019-11-21 01:20:42,Unknown,Unknown,
Strappers Cafe,ChIJQbPirpTasGoRJbeLvtpeQ9g,"Shop 9/1/11 Denham Ave, Morphettville SA 5043, Australia",Morphettville,5043,SA,-34.9883051,138.5393807,(08) 8294 0717,https://www.facebook.com/strapperscafe/,https://www.google.com/maps/place/?q=place_id:ChIJQbPirpTasGoRJbeLvtpeQ9g,4.4,336.0,2.0,Monday: 7:00 AM – 2:30 PM | Tuesday: 7:00 AM – 2:30 PM | Wednesday: 7:00 AM – 2:30 PM | Thursday: 7:00 AM – 2:30 PM | Friday: 7:00 AM – 2:30 PM | Saturday: 7:30 AM – 2:00 PM | Sunday: 8:00 AM – 2:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2019.0,4.0,2019-04-03 03:48:43,Unknown,Unknown,
George's Café & Grill,ChIJtQGG_2zPsGoRjX3tYzamwss,"56A King William Rd, Goodwood SA 5034, Australia",Goodwood,5034,SA,-34.9491229,138.5994646,(08) 7225 9382,,https://www.google.com/maps/place/?q=place_id:ChIJtQGG_2zPsGoRjX3tYzamwss,4.8,213.0,,Monday: 7:00 AM – 5:00 PM | Tuesday: 7:00 AM – 5:00 PM | Wednesday: 7:00 AM – 5:00 PM | Thursday: 7:00 AM – 5:00 PM | Friday: 7:00 AM – 5:00 PM | Saturday: 8:00 AM – 4:00 PM | Sunday: Closed,"cafe, establishment, food, point_of_interest, store",2024.0,10.0,2024-10-27 22:31:44,Unknown,Unknown,
Muddy Waters Coffee House,ChIJ9_7DDqi1sGoREsv4FKX7sIw,"1048 Grand Jct Rd, Holden Hill SA 5088, Australia",Holden Hill,5088,SA,-34.8447604,138.680529,0403 537 374,http://muddywaterscoffeehouse.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJ9_7DDqi1sGoREsv4FKX7sIw,4.7,21.0,,Monday: 6:00 AM – 2:30 PM | Tuesday: 6:00 AM – 2:30 PM | Wednesday: 6:00 AM – 2:30 PM | Thursday: 6:00 AM – 2:30 PM | Friday: 6:00 AM – 2:30 PM | Saturday: 7:30 AM – 12:30 PM | Sunday: Closed,"cafe, establishment, food, point_of_interest",2023.0,10.0,2023-10-27 00:37:10,Unknown,Unknown,
Good Day,ChIJ0adqClTasGoR27_o2W0TOSU,"4 Wilton Ave, Somerton Park SA 5044, Australia",Somerton Park,5044,SA,-34.999788,138.522706,0452 514 663,http://www.goodday.co/,https://www.google.com/maps/place/?q=place_id:ChIJ0adqClTasGoR27_o2W0TOSU,4.7,172.0,,Monday: 6:30 AM – 3:00 PM | Tuesday: 6:30 AM – 3:00 PM | Wednesday: 6:30 AM – 3:00 PM | Thursday: 6:30 AM – 3:00 PM | Friday: 6:30 AM – 3:00 PM | Saturday: 7:30 AM – 3:00 PM | Sunday: 8:00 AM – 3:00 PM,"cafe, establishment, food, home_goods_store, point_of_interest, store",2024.0,2.0,2024-02-28 05:58:03,Unknown,Unknown,
Snob Cafe,ChIJD11SpMa1sGoRJJIks5Pf2rU,"shop 3/1009 North East Road, Ridgehaven SA 5097, Australia",Ridgehaven,5097,SA,-34.8272904,138.6947876,0404 523 220,,https://www.google.com/maps/place/?q=place_id:ChIJD11SpMa1sGoRJJIks5Pf2rU,4.6,54.0,,Monday: 7:30 AM – 4:00 PM | Tuesday: 7:30 AM – 4:00 PM | Wednesday: 7:30 AM – 4:00 PM | Thursday: 7:30 AM – 4:00 PM | Friday: 7:30 AM – 4:00 PM | Saturday: 8:00 AM – 3:00 PM | Sunday: 8:00 AM – 3:00 PM,"cafe, establishment, food, point_of_interest",2025.0,6.0,2025-06-15 05:09:26,Unknown,Unknown,
Latte Studio,ChIJI-IfBHrFsGoRrhPyMTSPWDA,"208 Henley Beach Rd, Torrensville SA 5031, Australia",Torrensville,5031,SA,-34.9241443,138.5583481,0455 238 838,https://www.instagram.com/lattestudioadl?igsh=bWJpdW9lbXd2emRn,https://www.google.com/maps/place/?q=place_id:ChIJI-IfBHrFsGoRrhPyMTSPWDA,4.6,411.0,2.0,Monday: 6:30 AM – 2:30 PM | Tuesday: 6:30 AM – 2:30 PM | Wednesday: 6:30 AM – 2:30 PM | Thursday: 6:30 AM – 2:30 PM | Friday: 6:30 AM – 2:30 PM | Saturday: 8:00 AM – 2:30 PM | Sunday: 8:00 AM – 2:30 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,7.0,2025-07-17 01:37:27,Unknown,Unknown,
Big Shots Cafe - Brighton,ChIJ4eWEfxbbsGoRxa69PkiwZr4,"65 Jetty Rd, Brighton SA 5048, Australia",Brighton,5048,SA,-35.017461,138.5159309,(08) 8296 2020,http://www.bigshotscafe.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJ4eWEfxbbsGoRxa69PkiwZr4,4.2,341.0,2.0,Monday: 8:30 AM – 2:30 PM | Tuesday: 8:30 AM – 2:30 PM | Wednesday: 8:30 AM – 2:30 PM | Thursday: 8:30 AM – 2:30 PM | Friday: 8:30 AM – 2:30 PM | Saturday: 8:00 AM – 3:00 PM | Sunday: 8:00 AM – 3:00 PM,"cafe, establishment, food, point_of_interest, store",2025.0,11.0,2025-11-24 01:42:02,Unknown,Unknown,
Ellspresso,ChIJ5UiskS3EsGoRJDbKXvaMykw,"136 Trimmer Parade, Seaton SA 5023, Australia",Seaton,5023,SA,-34.8917152,138.5157023,0432 243 336,https://www.instagram.com/ellspresso_coffee_seaton/,https://www.google.com/maps/place/?q=place_id:ChIJ5UiskS3EsGoRJDbKXvaMykw,4.8,118.0,1.0,Monday: 7:00 AM – 1:30 PM | Tuesday: 7:00 AM – 1:30 PM | Wednesday: 7:00 AM – 1:30 PM | Thursday: 7:00 AM – 1:30 PM | Friday: 7:00 AM – 1:30 PM | Saturday: 8:00 AM – 12:30 PM | Sunday: Closed,"bakery, cafe, establishment, food, point_of_interest, store",2024.0,3.0,2024-03-12 23:02:55,Unknown,Unknown,
Coffee Mate,ChIJizLOAG61sGoRUyJp8mvSpWM,"575 North East Road, Gilles Plains SA 5086, Australia",Gilles Plains,5086,SA,-34.8563542,138.6555525,0449 906 344,,https://www.google.com/maps/place/?q=place_id:ChIJizLOAG61sGoRUyJp8mvSpWM,4.1,51.0,,Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: 8:00 AM – 3:00 PM | Sunday: 10:00 AM – 2:00 PM,"cafe, establishment, food, point_of_interest, store",2024.0,8.0,2024-08-15 22:49:17,Unknown,Unknown,
Coffee Time Co,ChIJZTSkWCDbsGoR5IQxk_aykV0,"63a Tapleys Hill Rd, Glenelg North SA 5045, Australia",Glenelg North,5045,SA,-34.9704091,138.5168796,(08) 8376 0179,,https://www.google.com/maps/place/?q=place_id:ChIJZTSkWCDbsGoR5IQxk_aykV0,4.6,241.0,2.0,Monday: 7:00 AM – 3:00 PM | Tuesday: 7:00 AM – 3:00 PM | Wednesday: 7:00 AM – 3:00 PM | Thursday: 7:00 AM – 3:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: 7:00 AM – 3:00 PM | Sunday: 7:30 AM – 3:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,12.0,2025-12-13 01:38:28,Unknown,Unknown,
Marden Coffee Lounge,ChIJ-yEAhCrKsGoRomGlGR3TqjQ,"9 Marden Rd, Marden SA 5070, Australia",Marden,5070,SA,-34.8951205,138.6391481,,,https://www.google.com/maps/place/?q=place_id:ChIJ-yEAhCrKsGoRomGlGR3TqjQ,4.1,84.0,,Monday: 7:30 AM – 5:00 PM | Tuesday: 7:30 AM – 5:00 PM | Wednesday: 7:30 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 7:30 AM – 5:00 PM | Saturday: 8:00 AM – 5:00 PM | Sunday: Closed,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,9.0,2025-09-16 04:46:26,Unknown,Unknown,
Al-Maeda Breakfast Cafe,ChIJ8-7BOQDJsGoRLsUqS5Wv8DY,"6/426 Prospect Rd, Kilburn SA 5084, Australia",Kilburn,5084,SA,-34.8619952,138.5921176,(08) 8177 0469,,https://www.google.com/maps/place/?q=place_id:ChIJ8-7BOQDJsGoRLsUqS5Wv8DY,4.5,71.0,,Monday: 6:30 AM – 1:00 PM | Tuesday: 6:30 AM – 1:00 PM | Wednesday: 6:30 AM – 1:00 PM | Thursday: 6:30 AM – 1:00 PM | Friday: 6:30 AM – 1:00 PM | Saturday: 6:30 AM – 2:00 PM | Sunday: 6:30 AM – 2:00 PM,"cafe, establishment, food, point_of_interest, store",2025.0,7.0,2025-07-28 11:19:07,Unknown,Unknown,
Sheoak Cafe,ChIJT9xB6gTOsGoR8CLa0tAOFlI,"38 Sheoak Rd, Belair SA 5052, Australia",Belair,5052,SA,-34.9972029,138.6303069,0412 983 151,http://sheoakcafe.com/,https://www.google.com/maps/place/?q=place_id:ChIJT9xB6gTOsGoR8CLa0tAOFlI,4.3,577.0,2.0,"Monday: 8:00 AM – 4:00 PM | Tuesday: 8:00 AM – 4:00 PM | Wednesday: 8:00 AM – 4:00 PM | Thursday: 8:00 AM – 4:00 PM | Friday: 8:00 AM – 4:00 PM, 5:30 – 8:00 PM | Saturday: 8:00 AM – 4:00 PM | Sunday: 8:00 AM – 4:00 PM","cafe, establishment, food, point_of_interest, restaurant, store",2025.0,11.0,2025-11-19 00:39:14,Unknown,Unknown,
The Coffee Club Café,ChIJTfSb7SfFsGoR9M--xqULn_U,"Harbourtown Adelaide, T51-T52/727 Tapleys Hill Rd, West Beach SA 5024, Australia",West Beach,5024,SA,-34.9474331,138.5202976,(08) 8200 7401,https://www.coffeeclub.com.au/stores/harbourtown-adelaide/?utm_content=The%20Coffee%20Club%20Caf%C3%A9%20-%20Harbourtown%20Adelaide%20-%20West%20Beach&utm_campaign=Google%20My%20Business&utm_medium=organic&utm_source=google&utm_term=plcid_2395747341184574850,https://www.google.com/maps/place/?q=place_id:ChIJTfSb7SfFsGoR9M--xqULn_U,3.4,790.0,2.0,Monday: 8:30 AM – 5:30 PM | Tuesday: 8:30 AM – 5:30 PM | Wednesday: 8:30 AM – 5:30 PM | Thursday: 8:30 AM – 8:00 PM | Friday: 8:30 AM – 5:30 PM | Saturday: 8:30 AM – 5:00 PM | Sunday: 9:30 AM – 5:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,4.0,2025-04-06 05:33:22,Unknown,Unknown,
Phat Coffee,ChIJESSMhiXPsGoRHg1NzD5vnjg,"207 Hindley St, Adelaide SA 5000, Australia",Adelaide,5000,SA,-34.9234925,138.5917694,(08) 8231 6324,http://www.phatkitchen.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJESSMhiXPsGoRHg1NzD5vnjg,3.9,124.0,2.0,Monday: 7:00 AM – 3:00 PM | Tuesday: 7:00 AM – 3:00 PM | Wednesday: 7:00 AM – 3:00 PM | Thursday: 7:00 AM – 3:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: Closed | Sunday: Closed,"cafe, establishment, food, point_of_interest, restaurant, store",2019.0,2.0,2019-02-04 23:49:59,Unknown,Unknown,
Pavé Cafe,ChIJ7bWJ9VnJsGoRAMPw-Xc_-4U,"138b The Parade, Norwood SA 5067, Australia",Norwood,5067,SA,-34.92141,138.633881,(08) 8332 4910,,https://www.google.com/maps/place/?q=place_id:ChIJ7bWJ9VnJsGoRAMPw-Xc_-4U,4.7,436.0,2.0,Monday: 7:30 AM – 1:30 PM | Tuesday: 7:30 AM – 3:00 PM | Wednesday: 7:30 AM – 3:00 PM | Thursday: 7:30 AM – 3:00 PM | Friday: 7:30 AM – 3:00 PM | Saturday: 7:30 AM – 3:00 PM | Sunday: 7:30 AM – 3:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,11.0,2025-11-01 05:35:03,Unknown,Unknown,
The Coffee Spot,ChIJr64cCtTOsGoRNZ4JyLgsERw,"Adelaide Arcade, Shop 48/111 Rundle Mall, Adelaide SA 5000, Australia",Adelaide,5000,SA,-34.9229865,138.6037621,0424 672 011,,https://www.google.com/maps/place/?q=place_id:ChIJr64cCtTOsGoRNZ4JyLgsERw,3.9,178.0,,Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: 8:00 AM – 5:00 PM | Sunday: 10:00 AM – 5:00 PM,"cafe, establishment, food, point_of_interest, store",2022.0,1.0,2022-01-31 12:39:52,Unknown,Unknown,
Daily Fixx Cafe Glenelg,ChIJI43NFN3bsGoRy28mmmrHXnQ,"2 Gordon St, Glenelg SA 5045, Australia",Glenelg,5045,SA,-34.979764,138.5179322,0425 178 254,https://dailyfixxcafe.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJI43NFN3bsGoRy28mmmrHXnQ,4.0,204.0,2.0,Monday: 7:00 AM – 3:00 PM | Tuesday: 7:00 AM – 3:00 PM | Wednesday: 7:00 AM – 3:00 PM | Thursday: 7:00 AM – 3:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: 7:00 AM – 3:00 PM | Sunday: 7:00 AM – 3:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,4.0,2025-04-29 01:36:21,Unknown,Unknown,
Square 44 Cafe,ChIJGQYtdcWzsGoRXLV_utQCx48,"246/264 Grenfell Rd, Surrey Downs SA 5126, Australia",Surrey Downs,5126,SA,-34.8060713,138.7026665,(08) 8289 5417,https://www.facebook.com/square44cafe/,https://www.google.com/maps/place/?q=place_id:ChIJGQYtdcWzsGoRXLV_utQCx48,4.7,551.0,2.0,Monday: 7:30 AM – 2:00 PM | Tuesday: 7:30 AM – 2:00 PM | Wednesday: 7:30 AM – 2:00 PM | Thursday: 7:30 AM – 2:00 PM | Friday: 7:30 AM – 2:00 PM | Saturday: 8:00 AM – 2:00 PM | Sunday: 8:00 AM – 2:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,11.0,2025-11-13 21:12:11,Unknown,Unknown,
Heat Café,ChIJY4mY_LLJsGoRvx4wTJGjFxI,"101-103 Melbourne St, North Adelaide SA 5006, Australia",North Adelaide,5006,SA,-34.9069003,138.6078578,,https://heatcafe.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJY4mY_LLJsGoRvx4wTJGjFxI,4.3,236.0,,Monday: 6:30 AM – 2:00 PM | Tuesday: 6:30 AM – 2:00 PM | Wednesday: 6:30 AM – 2:00 PM | Thursday: 6:30 AM – 2:00 PM | Friday: 6:30 AM – 2:00 PM | Saturday: 7:30 AM – 3:00 PM | Sunday: 7:30 AM – 3:00 PM,"cafe, establishment, food, point_of_interest",2024.0,10.0,2024-10-15 03:11:06,Unknown,Unknown,
Ratio Specialty Cafe,ChIJL5GH2mq1sGoRgt7X86jYzXw,"337 Gorge Rd, Athelstone SA 5076, Australia",Athelstone,5076,SA,-34.8695066,138.703062,(08) 8272 4325,https://ratiospecialtycafe.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJL5GH2mq1sGoRgt7X86jYzXw,4.7,122.0,,Monday: 7:00 AM – 3:00 PM | Tuesday: 7:00 AM – 3:00 PM | Wednesday: 7:00 AM – 3:00 PM | Thursday: 7:00 AM – 3:00 PM | Friday: 7:00 AM – 2:00 PM | Saturday: 7:00 AM – 3:00 PM | Sunday: 7:00 AM – 2:00 PM,"cafe, establishment, food, point_of_interest, store",2023.0,4.0,2023-04-07 06:06:51,Unknown,Unknown,
CIBO Henley Square,ChIJr12VIJLEsGoRAfkunbbyS5Q,"251 Esplanade, Henley Beach SA 5022, Australia",Henley Beach,5022,SA,-34.9202555,138.4938866,,https://www.ciboespresso.com.au/?utm_content=CIBO+Henley+Square+-+Henley+Beach&utm_campaign=Google+My+Business&utm_medium=organic&utm_source=google&utm_term=plcid_12244166494909927581,https://www.google.com/maps/place/?q=place_id:ChIJr12VIJLEsGoRAfkunbbyS5Q,4.2,360.0,2.0,,"cafe, establishment, food, point_of_interest, restaurant, store",2017.0,11.0,2017-11-24 23:09:47,Unknown,Unknown,
UR Caffe,ChIJhaCboiTJsGoRmi4PGnGB7Pg,"117 Melbourne St, North Adelaide SA 5006, Australia",North Adelaide,5006,SA,-34.9072273,138.6074717,(08) 8267 3553,http://www.urcaffe.com/,https://www.google.com/maps/place/?q=place_id:ChIJhaCboiTJsGoRmi4PGnGB7Pg,4.6,815.0,2.0,Monday: 7:30 AM – 3:00 PM | Tuesday: 7:30 AM – 3:00 PM | Wednesday: 7:30 AM – 3:00 PM | Thursday: 7:30 AM – 3:00 PM | Friday: 7:30 AM – 3:00 PM | Saturday: 8:00 AM – 3:00 PM | Sunday: 8:00 AM – 3:00 PM,"cafe, establishment, food, point_of_interest, restaurant",2025.0,9.0,2025-09-19 23:03:43,Unknown,Unknown,
Cafe Hilton,ChIJk7SxT3zPsGoRA_-wWoYsjYg,"1/160 Sir Donald Bradman Dr, Hilton SA 5033, Australia",Hilton,5033,SA,-34.9313355,138.56156,0431 328 472,https://www.hiltonplaza.com.au/store-finder/cafe-hilton,https://www.google.com/maps/place/?q=place_id:ChIJk7SxT3zPsGoRA_-wWoYsjYg,4.1,98.0,2.0,Monday: 7:00 AM – 5:00 PM | Tuesday: 7:00 AM – 5:00 PM | Wednesday: 7:00 AM – 5:00 PM | Thursday: 7:00 AM – 5:00 PM | Friday: 7:00 AM – 5:00 PM | Saturday: 7:30 AM – 5:00 PM | Sunday: 9:00 AM – 2:00 PM,"cafe, establishment, food, point_of_interest, store",2025.0,9.0,2025-09-19 05:05:58,Unknown,Unknown,
Shelley Street Cafe,ChIJ__9vh6pMt2oRh-UVZNn2DcM,"1303c North East Road, Tea Tree Gully SA 5091, Australia",Tea Tree Gully,5091,SA,-34.8206532,138.7217015,0451 305 606,,https://www.google.com/maps/place/?q=place_id:ChIJ__9vh6pMt2oRh-UVZNn2DcM,4.7,85.0,1.0,Monday: 6:30 AM – 2:00 PM | Tuesday: 6:30 AM – 2:00 PM | Wednesday: 6:30 AM – 2:00 PM | Thursday: 6:30 AM – 2:00 PM | Friday: 6:30 AM – 2:00 PM | Saturday: 7:30 AM – 12:00 PM | Sunday: 7:30 AM – 12:00 PM,"cafe, establishment, food, point_of_interest, restaurant",2022.0,11.0,2022-11-15 10:58:44,Unknown,Unknown,
Melo Cafe,ChIJV-wiOXO1sGoRyfR00wSvJ5w,"Shop 1/1 Longview Rd, Windsor Gardens SA 5087, Australia",Windsor Gardens,5087,SA,-34.8615257,138.6623908,,,https://www.google.com/maps/place/?q=place_id:ChIJV-wiOXO1sGoRyfR00wSvJ5w,4.7,747.0,2.0,Monday: 8:00 AM – 3:00 PM | Tuesday: 8:00 AM – 3:00 PM | Wednesday: 8:00 AM – 3:00 PM | Thursday: 8:00 AM – 3:00 PM | Friday: 8:00 AM – 3:00 PM | Saturday: 8:00 AM – 2:30 PM | Sunday: 8:00 AM – 2:30 PM,"cafe, establishment, food, point_of_interest",2025.0,8.0,2025-08-23 06:20:37,Unknown,Unknown,
Pym Street Cafe,ChIJq7_mt5LIsGoRHDRqAX9PB2A,"1/66 Pym St, Dudley Park SA 5008, Australia",Dudley Park,5008,SA,-34.881884,138.577875,(08) 8342 2499,https://facebook.com/Pymstcafe/,https://www.google.com/maps/place/?q=place_id:ChIJq7_mt5LIsGoRHDRqAX9PB2A,4.6,105.0,,Monday: 6:00 AM – 2:00 PM | Tuesday: 6:00 AM – 2:00 PM | Wednesday: 6:00 AM – 2:00 PM | Thursday: 6:00 AM – 2:00 PM | Friday: 6:00 AM – 2:00 PM | Saturday: Closed | Sunday: Closed,"cafe, establishment, food, point_of_interest, restaurant, store",2023.0,8.0,2023-08-26 23:00:24,Unknown,Unknown,
